dt,secu,M001012
2013-02-28,601106_SH_EQ,1.0982567307
2013-02-28,601158_SH_EQ,2.44791317118
2013-02-28,600169_SH_EQ,1.56131797965
2013-02-28,600160_SH_EQ,2.21995743602
2013-02-28,600166_SH_EQ,1.36019962201
2013-02-28,600062_SH_EQ,3.38407370403
2013-02-28,601558_SH_EQ,1.94714704577
2013-02-28,600498_SH_EQ,2.25238517911
2013-02-28,000983_SZ_EQ,2.56632504203
2013-02-28,600022_SH_EQ,0.936087135889
2013-02-28,002603_SZ_EQ,3.74202277116
2013-02-28,000839_SZ_EQ,1.67891427977
2013-02-28,600881_SH_EQ,1.27796553156
2013-02-28,600528_SH_EQ,1.82766871734
2013-02-28,002128_SZ_EQ,3.55961957361
2013-02-28,002122_SZ_EQ,1.39389601542
2013-03-29,000001_SZ_EQ,1.21560172136
2013-03-29,000002_SZ_EQ,1.85367998041
2013-03-29,000009_SZ_EQ,3.81907805856
2013-03-29,000039_SZ_EQ,1.70141850594
2013-03-29,000060_SZ_EQ,3.36886136791
2013-03-29,000061_SZ_EQ,2.93754884655
2013-03-29,000063_SZ_EQ,1.79566680417
2013-03-29,000069_SZ_EQ,2.12092092399
2013-03-29,000100_SZ_EQ,1.89061250307
2013-03-29,000157_SZ_EQ,1.51844653184
2013-03-29,000338_SZ_EQ,1.71959585086
2013-03-29,000402_SZ_EQ,0.956013909602
2013-03-29,000423_SZ_EQ,8.61474575239
2013-03-29,000425_SZ_EQ,1.24878671876
2013-03-29,000538_SZ_EQ,8.34877109951
2013-03-29,000568_SZ_EQ,4.31162603783
2013-03-29,000623_SZ_EQ,1.67442373721
2013-03-29,000625_SZ_EQ,2.91980837072
2013-03-29,000630_SZ_EQ,2.18231192394
2013-03-29,000651_SZ_EQ,3.47878505075
2013-03-29,000686_SZ_EQ,2.42143076517
2013-03-29,000709_SZ_EQ,0.585355729358
2013-03-29,000725_SZ_EQ,1.30010965532
2013-03-29,000728_SZ_EQ,1.30239940997
2013-03-29,000729_SZ_EQ,1.5614925332
2013-03-29,000750_SZ_EQ,7.56805001431
2013-03-29,000768_SZ_EQ,2.92938633571
2013-03-29,000776_SZ_EQ,2.39199120373
2013-03-29,000778_SZ_EQ,0.955653178243
2013-03-29,000783_SZ_EQ,1.72627911931
2013-03-29,000792_SZ_EQ,2.93535165284
2013-03-29,000800_SZ_EQ,1.58366855983
2013-03-29,000858_SZ_EQ,2.9259460784
2013-03-29,000876_SZ_EQ,1.87957678664
2013-03-29,000895_SZ_EQ,7.57477644973
2013-03-29,000999_SZ_EQ,5.86574382725
2013-03-29,002007_SZ_EQ,5.42110043456
2013-03-29,002024_SZ_EQ,1.66404068715
2013-03-29,002081_SZ_EQ,7.29907488784
2013-03-29,002142_SZ_EQ,1.42658818205
2013-03-29,002146_SZ_EQ,3.12438632373
2013-03-29,002202_SZ_EQ,1.18412192319
2013-03-29,002236_SZ_EQ,18.1078397124
2013-03-29,002241_SZ_EQ,8.27639210883
2013-03-29,002304_SZ_EQ,5.03861296638
2013-03-29,002385_SZ_EQ,4.43061315311
2013-03-29,002399_SZ_EQ,1.83116938469
2013-03-29,002415_SZ_EQ,10.0372904264
2013-03-29,002422_SZ_EQ,3.48923956396
2013-03-29,002500_SZ_EQ,3.0254215326
2013-03-29,002594_SZ_EQ,2.45105563131
2013-03-29,002673_SZ_EQ,3.39137555471
2013-03-29,600000_SH_EQ,1.0645794883
2013-03-29,600009_SH_EQ,1.64310429501
2013-03-29,600010_SH_EQ,3.20610738709
2013-03-29,600011_SH_EQ,1.74488606066
2013-03-29,600015_SH_EQ,1.00684475936
2013-03-29,600016_SH_EQ,1.67677993579
2013-03-29,600019_SH_EQ,0.715032808549
2013-03-29,600027_SH_EQ,1.65737323228
2013-03-29,600028_SH_EQ,1.29073193474
2013-03-29,600029_SH_EQ,1.10050308155
2013-03-29,600030_SH_EQ,1.55063632004
2013-03-29,600031_SH_EQ,3.31988837143
2013-03-29,600036_SH_EQ,1.36033190676
2013-03-29,600048_SH_EQ,1.92871631251
2013-03-29,600050_SH_EQ,1.03494878346
2013-03-29,600066_SH_EQ,2.75851863409
2013-03-29,600068_SH_EQ,1.41297428369
2013-03-29,600085_SH_EQ,7.3746881788
2013-03-29,600089_SH_EQ,1.28106281493
2013-03-29,600100_SH_EQ,1.60913651344
2013-03-29,600104_SH_EQ,1.33383928049
2013-03-29,600109_SH_EQ,5.782969776
2013-03-29,600111_SH_EQ,10.4619609297
2013-03-29,600115_SH_EQ,2.03857173302
2013-03-29,600118_SH_EQ,5.86897801922
2013-03-29,600150_SH_EQ,1.46769256165
2013-03-29,600153_SH_EQ,1.77593414146
2013-03-29,600157_SH_EQ,2.476715956
2013-03-29,600170_SH_EQ,1.72510063309
2013-03-29,600177_SH_EQ,1.2552623096
2013-03-29,600188_SH_EQ,1.88679202926
2013-03-29,600196_SH_EQ,1.99941067244
2013-03-29,600208_SH_EQ,1.92828018775
2013-03-29,600221_SH_EQ,1.15435384677
2013-03-29,600252_SH_EQ,4.49647362652
2013-03-29,600256_SH_EQ,9.26314190034
2013-03-29,600271_SH_EQ,2.41332774584
2013-03-29,600276_SH_EQ,8.41476861835
2013-03-29,600309_SH_EQ,4.73639477985
2013-03-29,600340_SH_EQ,4.97919029137
2013-03-29,600352_SH_EQ,2.04783466901
2013-03-29,600362_SH_EQ,1.7944427268
2013-03-29,600369_SH_EQ,1.92415773449
2013-03-29,600372_SH_EQ,5.40964454563
2013-03-29,600383_SH_EQ,1.38884491505
2013-03-29,600406_SH_EQ,4.77369708917
2013-03-29,600415_SH_EQ,2.0002398203
2013-03-29,600489_SH_EQ,4.41848352082
2013-03-29,600518_SH_EQ,3.80132420917
2013-03-29,600519_SH_EQ,5.13349488592
2013-03-29,600535_SH_EQ,9.33939732324
2013-03-29,600547_SH_EQ,6.4284691052
2013-03-29,600583_SH_EQ,2.49889881268
2013-03-29,600585_SH_EQ,1.84766629464
2013-03-29,600588_SH_EQ,3.6946235791
2013-03-29,600600_SH_EQ,3.99510132992
2013-03-29,600637_SH_EQ,6.02221943546
2013-03-29,600642_SH_EQ,1.09397051502
2013-03-29,600649_SH_EQ,1.35828337153
2013-03-29,600660_SH_EQ,2.33001994841
2013-03-29,600674_SH_EQ,2.13988487274
2013-03-29,600690_SH_EQ,3.08386440968
2013-03-29,600703_SH_EQ,3.25288831774
2013-03-29,600718_SH_EQ,2.17368939147
2013-03-29,600739_SH_EQ,1.80008612093
2013-03-29,600741_SH_EQ,1.22522593251
2013-03-29,600783_SH_EQ,3.01033033741
2013-03-29,600795_SH_EQ,1.82742149393
2013-03-29,600804_SH_EQ,2.82571475935
2013-03-29,600827_SH_EQ,1.11855559939
2013-03-29,600837_SH_EQ,1.65136425274
2013-03-29,600839_SH_EQ,0.690191168758
2013-03-29,600863_SH_EQ,1.96693103698
2013-03-29,600873_SH_EQ,3.27969992066
2013-03-29,600875_SH_EQ,1.67945805304
2013-03-29,600886_SH_EQ,1.87185374181
2013-03-29,600887_SH_EQ,8.48180070469
2013-03-29,600893_SH_EQ,3.67381594776
2013-03-29,600900_SH_EQ,1.69360267465
2013-03-29,600999_SH_EQ,2.2205985392
2013-03-29,601006_SH_EQ,1.68365555252
2013-03-29,601009_SH_EQ,1.13236250371
2013-03-29,601018_SH_EQ,1.16676231613
2013-03-29,601088_SH_EQ,1.66809500957
2013-03-29,601098_SH_EQ,1.9793270561
2013-03-29,601111_SH_EQ,1.44674649118
2013-03-29,601117_SH_EQ,2.68058669903
2013-03-29,601118_SH_EQ,2.42903007976
2013-03-29,601166_SH_EQ,1.59360164866
2013-03-29,601169_SH_EQ,1.10812128897
2013-03-29,601186_SH_EQ,0.870692305662
2013-03-29,601258_SH_EQ,1.3763901803
2013-03-29,601288_SH_EQ,1.16954730954
2013-03-29,601318_SH_EQ,2.07156665758
2013-03-29,601328_SH_EQ,0.920665623892
2013-03-29,601333_SH_EQ,0.829978611949
2013-03-29,601336_SH_EQ,1.90460191079
2013-03-29,601377_SH_EQ,2.78614597621
2013-03-29,601390_SH_EQ,0.764975040327
2013-03-29,601398_SH_EQ,1.25863088344
2013-03-29,601555_SH_EQ,2.2197987405
2013-03-29,601600_SH_EQ,1.27114725949
2013-03-29,601601_SH_EQ,1.72332241596
2013-03-29,601607_SH_EQ,1.43943744147
2013-03-29,601618_SH_EQ,0.946588426779
2013-03-29,601628_SH_EQ,2.19254897777
2013-03-29,601633_SH_EQ,4.59031005751
2013-03-29,601668_SH_EQ,1.04878812998
2013-03-29,601669_SH_EQ,1.08006364849
2013-03-29,601688_SH_EQ,1.57645308489
2013-03-29,601766_SH_EQ,1.72350890229
2013-03-29,601800_SH_EQ,0.923304649321
2013-03-29,601808_SH_EQ,2.3151088571
2013-03-29,601818_SH_EQ,1.18506246871
2013-03-29,601857_SH_EQ,1.49457950569
2013-03-29,601866_SH_EQ,1.07016649226
2013-03-29,601888_SH_EQ,5.39972187234
2013-03-29,601898_SH_EQ,1.10087780319
2013-03-29,601899_SH_EQ,2.68570784028
2013-03-29,601901_SH_EQ,3.08517761748
2013-03-29,601928_SH_EQ,1.85788756637
2013-03-29,601933_SH_EQ,4.91030195369
2013-03-29,601939_SH_EQ,1.21598087318
2013-03-29,601958_SH_EQ,2.70894212529
2013-03-29,601988_SH_EQ,0.988399388286
2013-03-29,601989_SH_EQ,1.71825847414
2013-03-29,601992_SH_EQ,1.26949172959
2013-03-29,601998_SH_EQ,1.10153873464
2013-03-29,600216_SH_EQ,2.02271494825
2013-03-29,601238_SH_EQ,1.18807297481
2013-03-29,600770_SH_EQ,2.0617023634
2013-03-29,600779_SH_EQ,3.89731727021
2013-03-29,600037_SH_EQ,1.24303360539
2013-03-29,600549_SH_EQ,5.60614046168
2013-03-29,600546_SH_EQ,1.98104738788
2013-03-29,600895_SH_EQ,1.606507739
2013-03-29,600664_SH_EQ,1.64083425338
2013-03-29,600143_SH_EQ,2.31118082598
2013-03-29,600598_SH_EQ,2.24554780356
2013-03-29,000046_SZ_EQ,2.521955342
2013-03-29,002069_SZ_EQ,3.80329141068
2013-03-29,600267_SH_EQ,2.62881671496
2013-03-29,600266_SH_EQ,1.70462843855
2013-03-29,601001_SH_EQ,1.37314946538
2013-03-29,600096_SH_EQ,0.738772743435
2013-03-29,000970_SZ_EQ,4.59308259979
2013-03-29,601101_SH_EQ,1.94436677755
2013-03-29,601918_SH_EQ,1.88888562489
2013-03-29,600582_SH_EQ,2.56541870023
2013-03-29,000059_SZ_EQ,1.05900756395
2013-03-29,002073_SZ_EQ,2.19031857372
2013-03-29,002106_SZ_EQ,7.15448666755
2013-03-29,000869_SZ_EQ,4.60637451944
2013-03-29,000559_SZ_EQ,2.02307247488
2013-03-29,600456_SH_EQ,1.89559590831
2013-03-29,600809_SH_EQ,7.49694083439
2013-03-29,600058_SH_EQ,1.85204154623
2013-03-29,000968_SZ_EQ,2.14385576007
2013-03-29,000969_SZ_EQ,2.50018519838
2013-03-29,000960_SZ_EQ,3.18266056299
2013-03-29,000961_SZ_EQ,1.91822937721
2013-03-29,600971_SH_EQ,1.55641397366
2013-03-29,600970_SH_EQ,2.50168500932
2013-03-29,002310_SZ_EQ,9.93535008108
2013-03-29,600123_SH_EQ,2.20650455647
2013-03-29,002299_SZ_EQ,3.20460384702
2013-03-29,000024_SZ_EQ,1.73172428089
2013-03-29,002001_SZ_EQ,2.37490886292
2013-03-29,000878_SZ_EQ,2.7953919693
2013-03-29,600811_SH_EQ,1.31163623773
2013-03-29,000596_SZ_EQ,4.13281775297
2013-03-29,600516_SH_EQ,3.20064194108
2013-03-29,600497_SH_EQ,4.6069534612
2013-03-29,600655_SH_EQ,2.22554967203
2013-03-29,600219_SH_EQ,0.731383053852
2013-03-29,600259_SH_EQ,24.0211597454
2013-03-29,601699_SH_EQ,2.49784309735
2013-03-29,601717_SH_EQ,1.6298324163
2013-03-29,600508_SH_EQ,1.2941113076
2013-03-29,600132_SH_EQ,5.79309722643
2013-03-29,601666_SH_EQ,1.50914621977
2013-03-29,000581_SZ_EQ,2.95752085127
2013-03-29,000718_SZ_EQ,2.50902071078
2013-03-29,600348_SH_EQ,2.40232002832
2013-03-29,600395_SH_EQ,3.04018013144
2013-03-29,000883_SZ_EQ,1.42382966943
2013-03-29,600832_SH_EQ,2.37250459028
2013-03-29,600125_SH_EQ,2.02010053329
2013-03-29,000703_SZ_EQ,2.16136250315
2013-03-29,000562_SZ_EQ,2.34674379277
2013-03-29,000012_SZ_EQ,2.28352926047
2013-03-29,002038_SZ_EQ,12.4582078134
2013-03-29,601788_SH_EQ,1.95006160076
2013-03-29,000422_SZ_EQ,1.57500013544
2013-03-29,600376_SH_EQ,1.18112091802
2013-03-29,600005_SH_EQ,0.779440833656
2013-03-29,002405_SZ_EQ,3.31170826599
2013-03-29,000825_SZ_EQ,0.799698934453
2013-03-29,600331_SH_EQ,5.47155619098
2013-03-29,600316_SH_EQ,2.58820959235
2013-03-29,002570_SZ_EQ,5.2081888744
2013-03-29,000898_SZ_EQ,0.505663540977
2013-03-29,601168_SH_EQ,1.52042486297
2013-03-29,601299_SH_EQ,1.21989245471
2013-03-29,000933_SZ_EQ,1.70128931188
2013-03-29,002092_SZ_EQ,1.12082366988
2013-03-29,002353_SZ_EQ,11.3930103569
2013-03-29,601233_SH_EQ,1.0347595634
2013-03-29,600859_SH_EQ,1.56319071759
2013-03-29,601179_SH_EQ,1.04383319001
2013-03-29,600108_SH_EQ,2.97173039869
2013-03-29,002344_SZ_EQ,6.8320396691
2013-03-29,002155_SZ_EQ,4.58809247096
2013-03-29,000401_SZ_EQ,1.418109211
2013-03-29,600315_SH_EQ,11.8351336179
2013-03-29,600694_SH_EQ,2.5424108894
2013-03-29,601099_SH_EQ,4.76510095579
2013-03-29,000758_SZ_EQ,6.05697891507
2013-03-29,000807_SZ_EQ,1.96571184393
2013-03-29,600432_SH_EQ,2.925517306
2013-03-29,000937_SZ_EQ,1.88848145011
2013-03-29,000780_SZ_EQ,1.67221709615
2013-03-29,000629_SZ_EQ,1.87075829122
2013-03-29,002378_SZ_EQ,6.29325141839
2013-03-29,600997_SH_EQ,1.93989182255
2013-03-29,002375_SZ_EQ,4.21923148238
2013-03-29,600550_SH_EQ,1.59950163062
2013-03-29,601369_SH_EQ,2.48647224457
2013-03-29,002431_SZ_EQ,4.43209877477
2013-03-29,000527_SZ_EQ,1.45153846933
2013-03-29,000528_SZ_EQ,1.02931742665
2013-03-29,601216_SH_EQ,1.52873091919
2013-03-29,601106_SH_EQ,0.98100512244
2013-03-29,601158_SH_EQ,2.6062359136
2013-03-29,600169_SH_EQ,1.37112910395
2013-03-29,600160_SH_EQ,1.94130430987
2013-03-29,600166_SH_EQ,1.18172038984
2013-03-29,600062_SH_EQ,3.01351266448
2013-03-29,601558_SH_EQ,1.66718567731
2013-03-29,600498_SH_EQ,2.49016815313
2013-03-29,000983_SZ_EQ,2.39897560056
2013-03-29,600022_SH_EQ,0.87948651837
2013-03-29,002603_SZ_EQ,3.95159023805
2013-03-29,000839_SZ_EQ,1.56261881397
2013-03-29,600881_SH_EQ,1.1598541146
2013-03-29,600528_SH_EQ,1.56962601905
2013-03-29,002128_SZ_EQ,3.02485635588
2013-03-29,002122_SZ_EQ,1.27732464046
2013-04-26,000001_SZ_EQ,1.07940212011
2013-04-26,000002_SZ_EQ,1.84941512753
2013-04-26,000009_SZ_EQ,3.80374039567
2013-04-26,000039_SZ_EQ,1.56361315782
2013-04-26,000060_SZ_EQ,3.18893552457
2013-04-26,000061_SZ_EQ,1.90032086445
2013-04-26,000063_SZ_EQ,1.81811263922
2013-04-26,000069_SZ_EQ,2.10266859246
2013-04-26,000100_SZ_EQ,1.96192294469
2013-04-26,000157_SZ_EQ,1.42968162264
2013-04-26,000338_SZ_EQ,1.76541958321
2013-04-26,000402_SZ_EQ,0.855856559504
2013-04-26,000423_SZ_EQ,5.91477818571
2013-04-26,000425_SZ_EQ,1.14546262404
2013-04-26,000538_SZ_EQ,8.31947716583
2013-04-26,000568_SZ_EQ,3.14825422924
2013-04-26,000623_SZ_EQ,1.52381592151
2013-04-26,000625_SZ_EQ,3.15910122068
2013-04-26,000630_SZ_EQ,1.98979377234
2013-04-26,000651_SZ_EQ,3.16585268882
2013-04-26,000686_SZ_EQ,2.49068013037
2013-04-26,000709_SZ_EQ,0.563032841374
2013-04-26,000725_SZ_EQ,1.22938339086
2013-04-26,000728_SZ_EQ,1.2801589083
2013-04-26,000729_SZ_EQ,1.45641172438
2013-04-26,000750_SZ_EQ,7.6334609911
2013-04-26,000768_SZ_EQ,2.2398347546
2013-04-26,000776_SZ_EQ,2.29206230076
2013-04-26,000778_SZ_EQ,0.907331686353
2013-04-26,000783_SZ_EQ,1.88047336017
2013-04-26,000792_SZ_EQ,2.43115009342
2013-04-26,000800_SZ_EQ,2.42375059753
2013-04-26,000858_SZ_EQ,2.39543331164
2013-04-26,000876_SZ_EQ,1.71874051798
2013-04-26,000895_SZ_EQ,6.88638517521
2013-04-26,000999_SZ_EQ,4.75351006526
2013-04-26,002007_SZ_EQ,5.03627555031
2013-04-26,002024_SZ_EQ,1.52542589046
2013-04-26,002081_SZ_EQ,6.91721141942
2013-04-26,002142_SZ_EQ,1.25576344134
2013-04-26,002146_SZ_EQ,2.98266734432
2013-04-26,002202_SZ_EQ,1.12107080569
2013-04-26,002236_SZ_EQ,18.2081316182
2013-04-26,002241_SZ_EQ,7.81834494139
2013-04-26,002304_SZ_EQ,3.69767869702
2013-04-26,002385_SZ_EQ,4.23299692755
2013-04-26,002399_SZ_EQ,1.62563586871
2013-04-26,002415_SZ_EQ,7.98898091545
2013-04-26,002422_SZ_EQ,3.2819444919
2013-04-26,002500_SZ_EQ,2.81756899796
2013-04-26,002594_SZ_EQ,2.70911501105
2013-04-26,002673_SZ_EQ,3.56167020282
2013-04-26,600000_SH_EQ,1.03830654929
2013-04-26,600009_SH_EQ,1.54178359925
2013-04-26,600010_SH_EQ,2.22522543678
2013-04-26,600011_SH_EQ,1.54561916526
2013-04-26,600015_SH_EQ,0.920916641549
2013-04-26,600016_SH_EQ,1.56549475319
2013-04-26,600019_SH_EQ,0.73943947922
2013-04-26,600027_SH_EQ,1.58481541796
2013-04-26,600028_SH_EQ,1.09832892056
2013-04-26,600029_SH_EQ,1.03270340112
2013-04-26,600030_SH_EQ,1.56684364001
2013-04-26,600031_SH_EQ,3.22730184315
2013-04-26,600036_SH_EQ,1.30863283192
2013-04-26,600048_SH_EQ,1.91951783541
2013-04-26,600050_SH_EQ,1.03775715671
2013-04-26,600066_SH_EQ,2.56092805613
2013-04-26,600068_SH_EQ,1.3989844393
2013-04-26,600085_SH_EQ,7.01044376742
2013-04-26,600089_SH_EQ,1.28106281493
2013-04-26,600100_SH_EQ,1.49964162732
2013-04-26,600104_SH_EQ,1.28535770867
2013-04-26,600109_SH_EQ,2.99536477132
2013-04-26,600111_SH_EQ,9.59279403711
2013-04-26,600115_SH_EQ,2.04463957209
2013-04-26,600118_SH_EQ,5.72140659643
2013-04-26,600150_SH_EQ,1.43433374114
2013-04-26,600153_SH_EQ,1.49611633886
2013-04-26,600157_SH_EQ,1.62007137559
2013-04-26,600170_SH_EQ,1.48061358192
2013-04-26,600177_SH_EQ,1.20082094549
2013-04-26,600188_SH_EQ,1.64580069893
2013-04-26,600196_SH_EQ,1.88202133888
2013-04-26,600208_SH_EQ,1.65303058685
2013-04-26,600221_SH_EQ,1.20554470472
2013-04-26,600252_SH_EQ,4.22610935787
2013-04-26,600256_SH_EQ,7.45290757393
2013-04-26,600271_SH_EQ,2.24106901628
2013-04-26,600276_SH_EQ,6.78779198752
2013-04-26,600309_SH_EQ,4.44222196539
2013-04-26,600340_SH_EQ,4.71538437609
2013-04-26,600352_SH_EQ,1.89873717338
2013-04-26,600362_SH_EQ,1.68527203365
2013-04-26,600369_SH_EQ,1.8549594865
2013-04-26,600372_SH_EQ,6.0412075549
2013-04-26,600383_SH_EQ,1.20119564321
2013-04-26,600406_SH_EQ,7.20296039959
2013-04-26,600415_SH_EQ,1.90488919996
2013-04-26,600489_SH_EQ,3.55176892782
2013-04-26,600518_SH_EQ,3.61154100538
2013-04-26,600519_SH_EQ,4.78589735503
2013-04-26,600535_SH_EQ,9.09212362368
2013-04-26,600547_SH_EQ,5.58620299153
2013-04-26,600583_SH_EQ,2.34374887029
2013-04-26,600585_SH_EQ,1.88102827021
2013-04-26,600588_SH_EQ,2.95762147746
2013-04-26,600600_SH_EQ,4.09370567519
2013-04-26,600637_SH_EQ,6.92844070542
2013-04-26,600642_SH_EQ,1.07204237553
2013-04-26,600649_SH_EQ,1.31791162319
2013-04-26,600660_SH_EQ,2.21943201931
2013-04-26,600674_SH_EQ,2.03158090444
2013-04-26,600690_SH_EQ,2.92525790073
2013-04-26,600703_SH_EQ,3.27842152179
2013-04-26,600718_SH_EQ,1.9519355189
2013-04-26,600739_SH_EQ,1.6410710465
2013-04-26,600741_SH_EQ,1.14939157488
2013-04-26,600783_SH_EQ,2.89207654106
2013-04-26,600795_SH_EQ,1.34229101292
2013-04-26,600804_SH_EQ,3.20022525303
2013-04-26,600827_SH_EQ,1.09379590513
2013-04-26,600837_SH_EQ,1.70615773474
2013-04-26,600839_SH_EQ,0.718507718923
2013-04-26,600863_SH_EQ,1.56894343361
2013-04-26,600873_SH_EQ,1.84651179654
2013-04-26,600875_SH_EQ,1.45525208774
2013-04-26,600886_SH_EQ,1.66269477611
2013-04-26,600887_SH_EQ,7.82853070092
2013-04-26,600893_SH_EQ,3.63185190798
2013-04-26,600900_SH_EQ,1.62522033247
2013-04-26,600999_SH_EQ,2.14281410865
2013-04-26,601006_SH_EQ,1.42409085817
2013-04-26,601009_SH_EQ,1.03701926252
2013-04-26,601018_SH_EQ,1.13819328516
2013-04-26,601088_SH_EQ,1.56929599385
2013-04-26,601098_SH_EQ,1.80314510177
2013-04-26,601111_SH_EQ,1.32125558292
2013-04-26,601117_SH_EQ,2.39090125253
2013-04-26,601118_SH_EQ,2.18272830021
2013-04-26,601166_SH_EQ,1.2724259707
2013-04-26,601169_SH_EQ,1.01663316588
2013-04-26,601186_SH_EQ,0.882713698443
2013-04-26,601258_SH_EQ,1.66874119465
2013-04-26,601288_SH_EQ,1.16521565283
2013-04-26,601318_SH_EQ,1.97436123146
2013-04-26,601328_SH_EQ,0.862876463049
2013-04-26,601333_SH_EQ,0.740407311115
2013-04-26,601336_SH_EQ,2.08810465197
2013-04-26,601377_SH_EQ,2.85634498705
2013-04-26,601390_SH_EQ,0.762242986612
2013-04-26,601398_SH_EQ,1.25871680799
2013-04-26,601555_SH_EQ,2.08919429667
2013-04-26,601600_SH_EQ,1.22795293514
2013-04-26,601601_SH_EQ,1.70888321505
2013-04-26,601607_SH_EQ,1.30848028228
2013-04-26,601618_SH_EQ,0.946588426779
2013-04-26,601628_SH_EQ,2.04296439837
2013-04-26,601633_SH_EQ,4.66423886823
2013-04-26,601668_SH_EQ,1.01317144477
2013-04-26,601669_SH_EQ,1.04684349673
2013-04-26,601688_SH_EQ,1.54203558011
2013-04-26,601766_SH_EQ,1.67715536213
2013-04-26,601800_SH_EQ,0.914071602828
2013-04-26,601808_SH_EQ,2.16849460499
2013-04-26,601818_SH_EQ,1.06241456323
2013-04-26,601857_SH_EQ,1.4095068798
2013-04-26,601866_SH_EQ,0.955663081563
2013-04-26,601888_SH_EQ,4.84431922771
2013-04-26,601898_SH_EQ,1.0485283692
2013-04-26,601899_SH_EQ,2.42255491069
2013-04-26,601901_SH_EQ,3.1155094199
2013-04-26,601928_SH_EQ,1.86747791904
2013-04-26,601933_SH_EQ,4.22156877432
2013-04-26,601939_SH_EQ,1.23456573369
2013-04-26,601958_SH_EQ,2.45846927093
2013-04-26,601988_SH_EQ,0.927200197796
2013-04-26,601989_SH_EQ,1.44222655692
2013-04-26,601992_SH_EQ,1.2189356237
2013-04-26,601998_SH_EQ,1.00718852183
2013-04-26,600216_SH_EQ,1.65337393437
2013-04-26,601238_SH_EQ,1.16795726405
2013-04-26,600770_SH_EQ,2.15252673039
2013-04-26,600779_SH_EQ,3.32457069611
2013-04-26,600037_SH_EQ,1.20135205246
2013-04-26,600549_SH_EQ,5.64961397426
2013-04-26,600546_SH_EQ,1.88776738624
2013-04-26,600895_SH_EQ,1.47759697401
2013-04-26,600664_SH_EQ,1.56376476572
2013-04-26,600143_SH_EQ,1.7864339716
2013-04-26,600598_SH_EQ,2.30181173532
2013-04-26,000046_SZ_EQ,2.66718470842
2013-04-26,002069_SZ_EQ,3.64775325384
2013-04-26,600267_SH_EQ,2.5653322945
2013-04-26,600266_SH_EQ,1.31200318305
2013-04-26,601001_SH_EQ,1.4275555729
2013-04-26,600096_SH_EQ,1.43760232389
2013-04-26,000970_SZ_EQ,4.47605552266
2013-04-26,601101_SH_EQ,1.70693252309
2013-04-26,601918_SH_EQ,1.62377391808
2013-04-26,600582_SH_EQ,2.01050460576
2013-04-26,000059_SZ_EQ,0.894268247723
2013-04-26,002073_SZ_EQ,2.01255136037
2013-04-26,002106_SZ_EQ,3.3315944178
2013-04-26,000869_SZ_EQ,3.8048781949
2013-04-26,000559_SZ_EQ,2.0081181402
2013-04-26,600456_SH_EQ,1.74948290857
2013-04-26,600809_SH_EQ,5.3851591034
2013-04-26,600058_SH_EQ,1.82855362789
2013-04-26,000968_SZ_EQ,2.30875358705
2013-04-26,000969_SZ_EQ,2.32933041256
2013-04-26,000960_SZ_EQ,3.09568310535
2013-04-26,000961_SZ_EQ,1.64583243041
2013-04-26,600971_SH_EQ,1.33749420546
2013-04-26,600970_SH_EQ,2.49527327706
2013-04-26,002310_SZ_EQ,9.3275570463
2013-04-26,600123_SH_EQ,2.02198608038
2013-04-26,002299_SZ_EQ,3.37414952114
2013-04-26,000024_SZ_EQ,1.80356090321
2013-04-26,002001_SZ_EQ,1.96901543468
2013-04-26,000878_SZ_EQ,2.54236434949
2013-04-26,600811_SH_EQ,1.23812947835
2013-04-26,000596_SZ_EQ,3.30943998103
2013-04-26,600516_SH_EQ,3.20810264491
2013-04-26,600497_SH_EQ,4.88053784778
2013-04-26,600655_SH_EQ,1.82006791366
2013-04-26,600219_SH_EQ,0.70719558278
2013-04-26,600259_SH_EQ,23.1549205301
2013-04-26,601699_SH_EQ,2.14745018593
2013-04-26,601717_SH_EQ,1.4012623304
2013-04-26,600508_SH_EQ,1.25318719738
2013-04-26,600132_SH_EQ,5.32959845226
2013-04-26,601666_SH_EQ,1.35838942693
2013-04-26,000581_SZ_EQ,2.72760160031
2013-04-26,000718_SZ_EQ,2.34668187501
2013-04-26,600348_SH_EQ,2.18110040661
2013-04-26,600395_SH_EQ,2.67500317027
2013-04-26,000883_SZ_EQ,1.34933932798
2013-04-26,600832_SH_EQ,2.24763592763
2013-04-26,600125_SH_EQ,1.99037280698
2013-04-26,000703_SZ_EQ,1.8768919814
2013-04-26,000562_SZ_EQ,2.77106216224
2013-04-26,000012_SZ_EQ,2.25061091929
2013-04-26,002038_SZ_EQ,10.6665162473
2013-04-26,601788_SH_EQ,2.02653421927
2013-04-26,000422_SZ_EQ,1.24969080843
2013-04-26,600376_SH_EQ,1.06026606896
2013-04-26,600005_SH_EQ,0.728607735809
2013-04-26,002405_SZ_EQ,2.87715090291
2013-04-26,000825_SZ_EQ,0.755251009678
2013-04-26,600331_SH_EQ,6.88656496238
2013-04-26,600316_SH_EQ,2.46874977471
2013-04-26,002570_SZ_EQ,4.80488874615
2013-04-26,000898_SZ_EQ,0.511774278632
2013-04-26,601168_SH_EQ,1.45436284008
2013-04-26,601299_SH_EQ,1.1995519299
2013-04-26,000933_SZ_EQ,1.62653225752
2013-04-26,002092_SZ_EQ,1.13515079515
2013-04-26,002353_SZ_EQ,11.3293476047
